TC ID,Testcase title,Expected result,Actual result,Status (Passed/Failed),Run type (Manual / Automatic),Tested by,Date started,Pre-conditions,Test step details,Test data,Note
TC_USER_01,Lấy user qua email (Tồn tại),Trả về đúng user,Trả về user test@gmail.com,Passed,Automatic,Antigravity Bot,7/30/2026,DB có user,"1. Mock userRepository.findByEmail trả về User
2. Gọi userService.getUserByEmail
3. Verify kết quả not null",email=test@gmail.com,
TC_USER_02,Lấy user qua email (Không tồn tại),Trả về null,Trả về null,Passed,Automatic,Antigravity Bot,7/30/2026,DB không có user,"1. Mock userRepository.findByEmail trả về Optional.empty()
2. Gọi userService.getUserByEmail
3. Verify kết quả null",email=notfound,
TC_USER_03,Lấy user qua email kèm địa chỉ (Tồn tại),Trả về đúng user,Trả về user,Passed,Automatic,Antigravity Bot,7/30/2026,DB có user,"1. Mock userRepository.findWithAddressesByEmail trả về User
2. Gọi userService.getUserByEmailWithAddresses
3. Verify kết quả not null",email=test@gmail.com,
TC_USER_04,Lấy user qua email kèm địa chỉ (Không tồn tại),Trả về null,Trả về null,Passed,Automatic,Antigravity Bot,7/30/2026,DB không có user,"1. Mock userRepository.findWithAddressesByEmail trả về rỗng
2. Gọi hàm
3. Verify kết quả null",email=notfound,
TC_USER_05,Lấy user qua ID (Tồn tại),Trả về đúng user,Trả về user ID=1,Passed,Automatic,Antigravity Bot,7/30/2026,DB có user,"1. Mock userRepository.findById trả về User
2. Gọi userService.getUserById
3. Verify kết quả not null",id=1,
TC_USER_06,Lấy user qua ID (Không tồn tại),Ném Exception,Ném UserNotFoundException,Passed,Automatic,Antigravity Bot,7/30/2026,DB không có user,"1. Mock userRepository.findById trả về rỗng
2. Gọi getUserById
3. Assert throws UserNotFoundException",id=99,
TC_USER_07,Update Profile bằng Email (Không đổi pass),"Lưu tên, sđt mới",Lưu thành công,Passed,Automatic,Antigravity Bot,7/30/2026,User tồn tại,"1. Mock userRepository.findByEmail
2. Gọi updateProfile(email...)
3. Verify không gọi passwordEncoder
4. Verify save()","email, name, phone",
TC_USER_08,Update Profile bằng Email (Có đổi pass),"Lưu tên, sđt, pass mới mã hóa",Lưu thành công,Passed,Automatic,Antigravity Bot,7/30/2026,User tồn tại,"1. Mock userRepository.findByEmail
2. Mock passwordEncoder
3. Gọi updateProfile
4. Verify gọi passwordEncoder, verify save()","email, name, pass",
TC_USER_09,Update Profile bằng Email (Sai email),Ném Exception,Ném UserNotFoundException,Passed,Automatic,Antigravity Bot,7/30/2026,Email sai,"1. Mock userRepository.findByEmail rỗng
2. Gọi updateProfile
3. Assert throws UserNotFoundException",email=notfound,
TC_USER_10,Update Profile Admin bằng ID (Không đổi pass),"Lưu tên, sđt mới",Lưu thành công,Passed,Automatic,Antigravity Bot,7/30/2026,User tồn tại,"1. Mock userRepository.findById
2. Gọi updateProfile(id...)
3. Verify không gọi passwordEncoder
4. Verify save()",id=1,
TC_USER_11,Update Profile Admin bằng ID (Có đổi pass),Lưu pass mới mã hóa,Lưu thành công,Passed,Automatic,Antigravity Bot,7/30/2026,User tồn tại,"1. Mock userRepository.findById
2. Mock passwordEncoder
3. Gọi updateProfile
4. Verify save()","id=1, pass",
TC_USER_12,Update Profile Admin bằng ID (Sai ID),Ném Exception,Ném UserNotFoundException,Passed,Automatic,Antigravity Bot,7/30/2026,ID sai,"1. Mock userRepository.findById rỗng
2. Gọi updateProfile
3. Assert throws",id=99,
TC_USER_13,Đổi mật khẩu thành công,Lưu pass mới,Lưu thành công,Passed,Automatic,Antigravity Bot,7/30/2026,Pass cũ đúng,"1. Mock findByEmail
2. Mock passwordEncoder.matches = true
3. Mock passwordEncoder.encode
4. Gọi changePassword, verify save","old, new",
TC_USER_14,Đổi mật khẩu user không tồn tại,Ném Exception,Ném UserNotFoundException,Passed,Automatic,Antigravity Bot,7/30/2026,Email sai,"1. Mock findByEmail rỗng
2. Gọi changePassword
3. Assert throws",email,
TC_USER_15,Đổi mật khẩu tài khoản OAuth (Google),Ném Exception,Ném IllegalArgumentException,Passed,Automatic,Antigravity Bot,7/30/2026,User Google,"1. Mock User provider=GOOGLE
2. Gọi changePassword
3. Assert throws",email,
TC_USER_16,Đổi mật khẩu tài khoản không có mật khẩu,Ném Exception,Ném IllegalArgumentException,Passed,Automatic,Antigravity Bot,7/30/2026,User password=null,"1. Mock User password=null
2. Gọi changePassword
3. Assert throws",email,
TC_USER_17,Đổi mật khẩu sai pass cũ,Ném Exception,Ném IllegalArgumentException,Passed,Automatic,Antigravity Bot,7/30/2026,Pass cũ sai,"1. Mock passwordEncoder.matches = false
2. Gọi changePassword
3. Assert throws",old,
TC_USER_18,Đổi mật khẩu pass mới < 8 ký tự,Ném Exception,Ném IllegalArgumentException,Passed,Automatic,Antigravity Bot,7/30/2026,Pass mới < 8,"1. Gọi changePassword với pass=""short""
2. Assert throws","new=""short""",
TC_USER_19,Toggle Active (Đang bật -> Tắt),Trạng thái chuyển false,Trạng thái chuyển false,Passed,Automatic,Antigravity Bot,7/30/2026,User Active=true,"1. Mock User active=true
2. Gọi toggleActive
3. Verify save(active=false)",id=1,
TC_USER_20,Toggle Active (Đang tắt -> Bật),Trạng thái chuyển true,Trạng thái chuyển true,Passed,Automatic,Antigravity Bot,7/30/2026,User Active=false,"1. Mock User active=false
2. Gọi toggleActive
3. Verify save(active=true)",id=1,
TC_USER_21,Toggle Active tự tắt chính mình,Ném Exception,Ném SelfDeactivationException,Passed,Automatic,Antigravity Bot,7/30/2026,Target ID == Current ID,"1. Gọi toggleActive(1, 1)
2. Assert throws","id=1, curr=1",
TC_USER_22,Toggle Active User không tồn tại,Ném Exception,Ném UserNotFoundException,Passed,Automatic,Antigravity Bot,7/30/2026,Target ID sai,"1. Mock findById rỗng
2. Gọi toggleActive
3. Assert throws",id=99,
TC_USER_23,Set Role hợp lệ,Role mới UpperCase,Role lưu thành ADMIN,Passed,Automatic,Antigravity Bot,7/30/2026,"Role=""admin""","1. Mock User
2. Gọi setRole(1, ""admin"")
3. Verify role=""ADMIN"", verify save","role=""admin""",
TC_USER_24,Set Role null/blank,Không làm gì cả,Không lưu,Passed,Automatic,Antigravity Bot,7/30/2026,"Role=""""","1. Gọi setRole
2. Verify không gọi findById hay save","role=""""",
TC_USER_25,Set Role User không tồn tại,Ném Exception,Ném UserNotFoundException,Passed,Automatic,Antigravity Bot,7/30/2026,User sai,"1. Mock findById rỗng
2. Gọi setRole
3. Assert throws",id=99,
TC_USER_26,Xóa User thành công,Gọi deleteById,Gọi deleteById,Passed,Automatic,Antigravity Bot,7/30/2026,User tồn tại,"1. Gọi deleteUser
2. Verify deleteById",id=1,
TC_USER_27,Admin tạo User Local,"Mã hóa pass, active","Tạo User thành công, mã hóa mật khẩu",Passed,Automatic,Antigravity Bot,7/30/2026,Provider LOCAL,"1. Mock passwordEncoder
2. Gọi createUser
3. Verify save() với pass mã hóa","email, pass, LOCAL",
TC_USER_28,Admin tạo User Google,Không mã hóa pass,"Tạo User pass=""""",Passed,Automatic,Antigravity Bot,7/30/2026,Provider GOOGLE,"1. Gọi createUser provider GOOGLE
2. Verify không gọi passwordEncoder, save() pass=""""","email, GOOGLE",
TC_USER_29,Admin tạo User truyền Role USER,Tự động convert về CUSTOMER,Role = CUSTOMER,Passed,Automatic,Antigravity Bot,7/30/2026,Role USER,"1. Gọi createUser role USER
2. Verify save() với role CUSTOMER",role=USER,
TC_CART_01,Lấy giỏ hàng khi User đã có giỏ hàng,"Trả về đúng giỏ hàng của User, không tạo giỏ mới",Trả về đúng giỏ hàng ID=1,Passed,Automatic,Antigravity Bot,7/30/2026,"User tồn tại, giỏ hàng đã có","1. Mock UserRepository trả về User
2. Mock CartRepository trả về Cart
3. Gọi getCartByUser",email=test@gmail.com,
TC_CART_02,Tự động tạo giỏ hàng khi User chưa có,Tạo giỏ hàng mới và lưu vào DB,Giỏ hàng mới được tạo và lưu thành công,Passed,Automatic,Antigravity Bot,7/30/2026,"User tồn tại, giỏ hàng chưa có","1. Mock UserRepository trả về User
2. Mock CartRepository trả về rỗng
3. Gọi getCartByUser",email=test@gmail.com,
TC_CART_03,Lấy giỏ hàng khi User không tồn tại,"Báo lỗi ""User not found""","Ném ra Exception ""User not found""",Passed,Automatic,Antigravity Bot,7/30/2026,User không tồn tại,"1. Mock UserRepository trả về rỗng
2. Gọi getCartByUser",email=test@gmail.com,
TC_CART_04,Thêm sản phẩm mới vào giỏ (Đủ hàng),Thêm mới 1 CartItem vào giỏ với số lượng yêu cầu,"Thêm thành công, quantity=2",Passed,Automatic,Antigravity Bot,7/30/2026,"Sản phẩm chưa có trong giỏ, Tồn kho=10","1. Gọi addToCart với quantity=2
2. Verify lưu CartItem","email, variantId=100, qty=2",
TC_CART_05,Cộng dồn số lượng khi SP đã có trong giỏ (Đủ hàng),Số lượng được cộng dồn (3 + 2 = 5),"Cộng dồn thành công, quantity=5",Passed,Automatic,Antigravity Bot,7/30/2026,"Sản phẩm đã có trong giỏ (qty=3), Tồn kho=10","1. Gọi addToCart với quantity=2
2. Verify lưu CartItem mới","email, variantId=100, qty=2",
TC_CART_06,Báo lỗi khi thêm SP vượt quá tồn kho,"Báo lỗi ""Không đủ hàng trong kho""","Ném ra Exception ""Không đủ hàng trong kho""",Passed,Automatic,Antigravity Bot,7/30/2026,Tồn kho=10,"1. Gọi addToCart với quantity=11
2. Kiểm tra Exception","email, variantId=100, qty=11",
TC_CART_07,Báo lỗi khi thêm SP không tồn tại (Variant NotFound),"Báo lỗi ""Variant not found""","Ném ra Exception ""Variant not found""",Passed,Automatic,Antigravity Bot,7/30/2026,Variant ID không tồn tại,"1. Mock ProductVariantRepository trả về rỗng
2. Gọi addToCart","email, variantId=100",
TC_CART_08,Xóa sản phẩm khỏi giỏ hàng thành công,Sản phẩm bị xóa khỏi danh sách và DB,Xóa thành công khỏi CartItems,Passed,Automatic,Antigravity Bot,7/30/2026,Sản phẩm đang nằm trong giỏ,"1. Gọi removeCartItem
2. Verify delete được gọi","email, variantId=100",
TC_CART_09,Báo lỗi khi xóa sản phẩm không có trong giỏ,"Báo lỗi ""Cart item not found""","Ném ra Exception ""Cart item not found""",Passed,Automatic,Antigravity Bot,7/30/2026,Sản phẩm không có trong giỏ,"1. Gọi removeCartItem
2. Kiểm tra Exception","email, variantId=100",
TC_CART_10,Cập nhật số lượng SP trong giỏ (Đủ hàng),Số lượng thay đổi thành số mới,Số lượng được cập nhật thành 8,Passed,Automatic,Antigravity Bot,7/30/2026,"Sản phẩm đang nằm trong giỏ, Tồn kho=10",1. Gọi updateCartItemQuantity với qty=8,"email, variantId=100, qty=8",
TC_CART_11,Báo lỗi khi cập nhật số lượng SP không có trong giỏ,"Báo lỗi ""Cart item not found""","Ném ra Exception ""Cart item not found""",Passed,Automatic,Antigravity Bot,7/30/2026,Sản phẩm không có trong giỏ,"1. Gọi updateCartItemQuantity với qty=5
2. Kiểm tra Exception","email, variantId=100, qty=5",
TC_CART_12,Cập nhật số lượng SP vượt quá tồn kho,"Báo lỗi ""Không đủ hàng""","Ném ra Exception ""Không đủ hàng""",Passed,Automatic,Antigravity Bot,7/30/2026,"Sản phẩm đang nằm trong giỏ, Tồn kho=10",1. Gọi updateCartItemQuantity với qty=12,"email, variantId=100, qty=12",
TC_CART_13,Làm sạch giỏ hàng (Clear cart),Xóa toàn bộ CartItem trong giỏ,Xóa thành công tất cả Items,Passed,Automatic,Antigravity Bot,7/30/2026,Giỏ hàng đang có nhiều SP,"1. Gọi clearCart
2. Verify deleteAll",Cart object,
TC_PWD_RESET_01,Tạo token với Email null/rỗng,Không làm gì cả,"Return early, không lỗi",Passed,Automatic,Antigravity Bot,7/30/2026,Email rỗng,"1. Gọi createPasswordResetToken(null)
2. Verify không gọi userRepository/emailService",email=null,
TC_PWD_RESET_02,Tạo token với Email không tồn tại,"Không tạo token, không gửi mail","Chỉ ghi log, return",Passed,Automatic,Antigravity Bot,7/30/2026,Email sai,"1. Mock userRepository.findByEmail trả về rỗng
2. Gọi createPasswordResetToken
3. Verify không gọi emailService",email=notfound,
TC_PWD_RESET_03,Tạo token thành công và gửi mail,"Tạo token, lưu RAM, gọi sendEmail",Token được tạo và gửi,Passed,Automatic,Antigravity Bot,7/30/2026,Email đúng,"1. Mock userRepository
2. Gọi createPasswordResetToken
3. Verify emailService.sendPasswordResetLink được gọi
4. Verify tokens map size = 1",email=test@gmail.com,
TC_PWD_RESET_04,Tạo token thành công nhưng Email Service lỗi,"Vẫn lưu token, catch được lỗi gửi mail","Catch lỗi, token vẫn được lưu",Passed,Automatic,Antigravity Bot,7/30/2026,emailService ném Exception,"1. Mock userRepository
2. Mock emailService throws Exception
3. Gọi createPasswordResetToken
4. Verify không văng lỗi, tokens map size = 1",email=test@gmail.com,
TC_PWD_RESET_05,Đổi mật khẩu với Token null,"Ném Exception ""Token khong hop le.""",Ném RuntimeException,Passed,Automatic,Antigravity Bot,7/30/2026,Token null,"1. Gọi resetPassword(null)
2. Assert throws RuntimeException",token=null,
TC_PWD_RESET_06,Đổi mật khẩu với Token sai/đã dùng,"Ném Exception ""Token khong hop le...""",Ném RuntimeException,Passed,Automatic,Antigravity Bot,7/30/2026,Token sai,"1. Gọi resetPassword(""invalid-token"")
2. Assert throws",token=invalid,
TC_PWD_RESET_07,Đổi mật khẩu với Token đã hết hạn,"Ném Exception ""Token da het han.""",Ném RuntimeException,Passed,Automatic,Antigravity Bot,7/30/2026,Token hết hạn,"1. Dùng Reflection tạo TokenEntry với thời gian < hiện tại
2. Đưa vào tokens map
3. Gọi resetPassword
4. Assert throws",token=expired,
TC_PWD_RESET_08,Đổi mật khẩu Token đúng nhưng User bị xóa,"Ném Exception ""Nguoi dung khong ton tai.""",Ném RuntimeException,Passed,Automatic,Antigravity Bot,7/30/2026,"Token hợp lệ, ID user sai","1. Tạo TokenEntry với userId=99
2. Đưa vào tokens map
3. Mock userRepository rỗng
4. Gọi resetPassword
5. Assert throws","token=valid, userId=99",
TC_PWD_RESET_09,Đổi mật khẩu thành công,"Mã hóa pass, lưu DB, xóa token",Cập nhật thành công,Passed,Automatic,Antigravity Bot,7/30/2026,"Token hợp lệ, User tồn tại","1. Tạo TokenEntry hợp lệ
2. Mock userRepository
3. Mock passwordEncoder
4. Gọi resetPassword
5. Verify user.save, verify token bị xóa khỏi map","token=valid, pass=new",
